a_Sentence_Type	b_Sentence	c_GenderN1	d_NumN1	e_GenderN2	f_NumN2	g_GenderN3	h_NumN3	i_NumFraseOrigine	j_New_word	k_Verb1	l_Verb2	m_Element_changed	n_Old_word	o_Violation_Type	p_number	q_condition	
embedding_mental_SR	i contadini dichiarano che i sedili conoscono gli amici	masculine	plural	masculine	plural			2619	sedili	dichiara	conosce	N2	gli studenti	inanimate	7124	PP	
embedding_mental_SR	i contadini dichiarano che i sedili amano la ragazza	masculine	plural	masculine	plural			2624	sedili	dichiara	ama	N2	i padri	inanimate	7125	PP	
embedding_mental_SR	i contadini dicono che i sedili bloccano lo studente	masculine	plural	masculine	plural			2629	sedili	dice	blocca	N2	gli attori	inanimate	7126	PP	
embedding_mental_SR	i contadini dicono che i sedili osservano le ragazze	masculine	plural	masculine	plural			2634	sedili	dice	osserva	N2	i figli	inanimate	7127	PP	
embedding_mental_SR	i contadini ricordano che i sedili osservano il ragazzo	masculine	plural	masculine	plural			2639	sedili	ricorda	osserva	N2	gli studenti	inanimate	7128	PP	
embedding_mental_SR	i contadini ricordano che i sedili interrompono le sorelle	masculine	plural	masculine	plural			2644	sedili	ricorda	interrompe	N2	i fratelli	inanimate	7129	PP	
embedding_mental_SR	i figli dichiarano che i sedili evitano il padre	masculine	plural	masculine	plural			2649	sedili	dichiara	evita	N2	gli studenti	inanimate	7130	PP	
embedding_mental_SR	i figli dichiarano che i sedili attraggono l' amica	masculine	plural	masculine	plural			2654	sedili	dichiara	attrae	N2	i padri	inanimate	7131	PP	
embedding_mental_SR	i figli dicono che i sedili bloccano gli studenti	masculine	plural	masculine	plural			2659	sedili	dice	blocca	N2	i contadini	inanimate	7132	PP	
embedding_mental_SR	i figli ricordano che i sedili criticano la sorella	masculine	plural	masculine	plural			2664	sedili	ricorda	critica	N2	i fratelli	inanimate	7133	PP	
embedding_mental_SR	i fratelli dichiarano che i sedili salutano le ragazze	masculine	plural	masculine	plural			2669	sedili	dichiara	saluta	N2	gli studenti	inanimate	7134	PP	
embedding_mental_SR	i fratelli dichiarano che i sedili attraggono la studentessa	masculine	plural	masculine	plural			2674	sedili	dichiara	attrae	N2	i padri	inanimate	7135	PP	
embedding_mental_SR	i fratelli dicono che i sedili evitano il contadino	masculine	plural	masculine	plural			2679	sedili	dice	evita	N2	i bambini	inanimate	7136	PP	
embedding_mental_SR	i fratelli dicono che i sedili salutano la contadina	masculine	plural	masculine	plural			2684	sedili	dice	saluta	N2	i figli	inanimate	7137	PP	
embedding_mental_SR	i fratelli ricordano che i sedili guardano il bambino	masculine	plural	masculine	plural			2689	sedili	ricorda	guarda	N2	i contadini	inanimate	7138	PP	
embedding_mental_SR	i padri dichiarano che i sedili salutano il figlio	masculine	plural	masculine	plural			2694	sedili	dichiara	saluta	N2	i bambini	inanimate	7139	PP	
embedding_mental_SR	i padri dicono che i sedili indicano i fratelli	masculine	plural	masculine	plural			2699	sedili	dice	indica	N2	gli attori	inanimate	7140	PP	
embedding_mental_SR	i padri dicono che i sedili indicano la studentessa	masculine	plural	masculine	plural			2704	sedili	dice	indica	N2	i figli	inanimate	7141	PP	
embedding_mental_SR	i padri ricordano che i sedili amano la madre	masculine	plural	masculine	plural			2709	sedili	ricorda	ama	N2	gli uomini	inanimate	7142	PP	
embedding_mental_SR	i padri ricordano che i sedili conoscono l' attrice	masculine	plural	masculine	plural			2714	sedili	ricorda	conosce	N2	i fratelli	inanimate	7143	PP	
embedding_mental_SR	i ragazzi dichiarano che i sedili conoscono i figli	masculine	plural	masculine	plural			2719	sedili	dichiara	conosce	N2	gli uomini	inanimate	7144	PP	
embedding_mental_SR	i ragazzi dichiarano che i sedili evitano le amiche	masculine	plural	masculine	plural			2724	sedili	dichiara	evita	N2	i fratelli	inanimate	7145	PP	
embedding_mental_SR	i ragazzi dicono che i sedili salutano i bambini	masculine	plural	masculine	plural			2729	sedili	dice	saluta	N2	gli attori	inanimate	7146	PP	
embedding_mental_SR	i ragazzi dicono che i sedili guardano i fratelli	masculine	plural	masculine	plural			2734	sedili	dice	guarda	N2	gli uomini	inanimate	7147	PP	
embedding_mental_SR	i ragazzi dicono che i sedili amano gli uomini	masculine	plural	masculine	plural			2739	sedili	dice	ama	N2	i padri	inanimate	7148	PP	
embedding_mental_SR	i ragazzi ricordano che i sedili osservano le figlie	masculine	plural	masculine	plural			2744	sedili	ricorda	osserva	N2	gli studenti	inanimate	7149	PP	
embedding_mental_SR	i ragazzi ricordano che i sedili evitano i fratelli	masculine	plural	masculine	plural			2749	sedili	ricorda	evita	N2	i figli	inanimate	7150	PP	
embedding_mental_SR	gli amici dichiarano che i sedili ama i contadini	masculine	plural	masculine	singular			2754	sedili	dichiara	amano	N2	il ragazzo	inanimate	7151	PS	
embedding_mental_SR	gli amici dichiarano che i sedili ignora le figlie	masculine	plural	masculine	singular			2759	sedili	dichiara	ignorano	N2	lo studente	inanimate	7152	PS	
embedding_mental_SR	gli amici dicono che i sedili incontra l' attrice	masculine	plural	masculine	singular			2764	sedili	dice	incontrano	N2	il padre	inanimate	7153	PS	
embedding_mental_SR	gli amici dicono che i sedili guarda i padri	masculine	plural	masculine	singular			2769	sedili	dice	guardano	N2	lo studente	inanimate	7154	PS	
embedding_mental_SR	gli amici ricordano che i sedili evita la contadina	masculine	plural	masculine	singular			2774	sedili	ricorda	evitano	N2	il padre	inanimate	7155	PS	
embedding_mental_SR	gli amici ricordano che i sedili blocca gli uomini	masculine	plural	masculine	singular			2779	sedili	ricorda	bloccano	N2	lo studente	inanimate	7156	PS	
embedding_mental_SR	gli attori dichiarano che i sedili ama il bambino	masculine	plural	masculine	singular			2784	sedili	dichiara	amano	N2	il padre	inanimate	7157	PS	
embedding_mental_SR	gli attori dichiarano che i sedili difende le ragazze	masculine	plural	masculine	singular			2789	sedili	dichiara	difendono	N2	l' uomo	inanimate	7158	PS	
embedding_mental_SR	gli attori dicono che i sedili interrompe le contadine	masculine	plural	masculine	singular			2794	sedili	dice	interrompono	N2	il fratello	inanimate	7159	PS	
embedding_mental_SR	gli attori ricordano che i sedili incontra le contadine	masculine	plural	masculine	singular			2799	sedili	ricorda	incontrano	N2	il bambino	inanimate	7160	PS	
embedding_mental_SR	gli attori ricordano che i sedili conosce il ragazzo	masculine	plural	masculine	singular			2804	sedili	ricorda	conoscono	N2	l' uomo	inanimate	7161	PS	
embedding_mental_SR	gli studenti dichiarano che i sedili conosce le amiche	masculine	plural	masculine	singular			2809	sedili	dichiara	conoscono	N2	il contadino	inanimate	7162	PS	
embedding_mental_SR	gli studenti dichiarano che i sedili guarda il figlio	masculine	plural	masculine	singular			2814	sedili	dichiara	guardano	N2	l' attore	inanimate	7163	PS	
embedding_mental_SR	gli studenti dicono che i sedili guarda il padre	masculine	plural	masculine	singular			2819	sedili	dice	guardano	N2	l' amico	inanimate	7164	PS	
embedding_mental_SR	gli studenti ricordano che i sedili critica il padre	masculine	plural	masculine	singular			2824	sedili	ricorda	criticano	N2	l' amico	inanimate	7165	PS	
embedding_mental_SR	gli uomini dichiarano che i sedili ignora la bambina	masculine	plural	masculine	singular			2829	sedili	dichiara	ignorano	N2	il figlio	inanimate	7166	PS	
embedding_mental_SR	gli uomini dichiarano che i sedili incontra le figlie	masculine	plural	masculine	singular			2834	sedili	dichiara	incontrano	N2	l' amico	inanimate	7167	PS	
embedding_mental_SR	gli uomini dicono che i sedili guarda gli studenti	masculine	plural	masculine	singular			2839	sedili	dice	guardano	N2	il contadino	inanimate	7168	PS	
embedding_mental_SR	gli uomini ricordano che i sedili osserva gli amici	masculine	plural	masculine	singular			2844	sedili	ricorda	osservano	N2	il figlio	inanimate	7169	PS	
embedding_mental_SR	gli uomini ricordano che i sedili saluta gli amici	masculine	plural	masculine	singular			2849	sedili	ricorda	salutano	N2	l' attore	inanimate	7170	PS	
embedding_mental_SR	i bambini dichiarano che i sedili interrompe l' attrice	masculine	plural	masculine	singular			2854	sedili	dichiara	interrompono	N2	il ragazzo	inanimate	7171	PS	
embedding_mental_SR	i bambini dicono che i sedili indica i ragazzi	masculine	plural	masculine	singular			2859	sedili	dice	indicano	N2	il contadino	inanimate	7172	PS	
embedding_mental_SR	i bambini dicono che i sedili attrae l' uomo	masculine	plural	masculine	singular			2864	sedili	dice	attraggono	N2	l' amico	inanimate	7173	PS	
embedding_mental_SR	i bambini ricordano che i sedili critica le figlie	masculine	plural	masculine	singular			2869	sedili	ricorda	criticano	N2	il fratello	inanimate	7174	PS	
embedding_mental_SR	i bambini ricordano che i sedili accoglie la studentessa	masculine	plural	masculine	singular			2874	sedili	ricorda	accolgono	N2	l' uomo	inanimate	7175	PS	
embedding_mental_SR	i contadini dichiarano che i sedili attrae la studentessa	masculine	plural	masculine	singular			2879	sedili	dichiara	attraggono	N2	l' amico	inanimate	7176	PS	
embedding_mental_SR	i contadini dichiarano che i sedili attrae lo studente	masculine	plural	masculine	singular			2884	sedili	dichiara	attraggono	N2	l' uomo	inanimate	7177	PS	
embedding_mental_SR	i contadini dicono che i sedili conosce l' attore	masculine	plural	masculine	singular			2889	sedili	dice	conoscono	N2	il padre	inanimate	7178	PS	
embedding_mental_SR	i contadini ricordano che i sedili ferma la studentessa	masculine	plural	masculine	singular			2894	sedili	ricorda	fermano	N2	il ragazzo	inanimate	7179	PS	
embedding_mental_SR	i figli dichiarano che i sedili evita le bambine	masculine	plural	masculine	singular			2899	sedili	dichiara	evitano	N2	il contadino	inanimate	7180	PS	
embedding_mental_SR	i figli dichiarano che i sedili interrompe gli attori	masculine	plural	masculine	singular			2904	sedili	dichiara	interrompono	N2	il ragazzo	inanimate	7181	PS	
embedding_mental_SR	i figli dichiarano che i sedili ferma le amiche	masculine	plural	masculine	singular			2909	sedili	dichiara	fermano	N2	l' uomo	inanimate	7182	PS	
embedding_mental_SR	i figli dicono che i sedili critica la contadina	masculine	plural	masculine	singular			2914	sedili	dice	criticano	N2	il fratello	inanimate	7183	PS	
embedding_mental_SR	i figli dicono che i sedili conosce l' uomo	masculine	plural	masculine	singular			2919	sedili	dice	conoscono	N2	lo studente	inanimate	7184	PS	
embedding_mental_SR	i figli ricordano che i sedili difende gli studenti	masculine	plural	masculine	singular			2924	sedili	ricorda	difendono	N2	l' amico	inanimate	7185	PS	
embedding_mental_SR	i figli ricordano che i sedili difende le donne	masculine	plural	masculine	singular			2929	sedili	ricorda	difendono	N2	lo studente	inanimate	7186	PS	
embedding_mental_SR	i fratelli dichiarano che i sedili ferma i padri	masculine	plural	masculine	singular			2934	sedili	dichiara	fermano	N2	l' attore	inanimate	7187	PS	
embedding_mental_SR	i fratelli dicono che i sedili saluta i ragazzi	masculine	plural	masculine	singular			2939	sedili	dice	salutano	N2	il figlio	inanimate	7188	PS	
embedding_mental_SR	i fratelli dicono che i sedili indica la sorella	masculine	plural	masculine	singular			2944	sedili	dice	indicano	N2	l' attore	inanimate	7189	PS	
embedding_mental_SR	i fratelli ricordano che i sedili interrompe l' amico	masculine	plural	masculine	singular			2949	sedili	ricorda	interrompono	N2	il figlio	inanimate	7190	PS	
embedding_mental_SR	i padri dichiarano che i sedili accoglie il ragazzo	masculine	plural	masculine	singular			2954	sedili	dichiara	accolgono	N2	il contadino	inanimate	7191	PS	
embedding_mental_SR	i padri dichiarano che i sedili guarda le sorelle	masculine	plural	masculine	singular			2959	sedili	dichiara	guardano	N2	il fratello	inanimate	7192	PS	
embedding_mental_SR	i padri dichiarano che i sedili ignora l' amico	masculine	plural	masculine	singular			2964	sedili	dichiara	ignorano	N2	l' attore	inanimate	7193	PS	
embedding_mental_SR	i padri dicono che i sedili osserva l' attore	masculine	plural	masculine	singular			2969	sedili	dice	osservano	N2	il ragazzo	inanimate	7194	PS	
embedding_mental_SR	i padri ricordano che i sedili osserva il ragazzo	masculine	plural	masculine	singular			2974	sedili	ricorda	osservano	N2	il fratello	inanimate	7195	PS	
embedding_mental_SR	i padri ricordano che i sedili attrae l' amico	masculine	plural	masculine	singular			2979	sedili	ricorda	attraggono	N2	l' attore	inanimate	7196	PS	
embedding_mental_SR	i ragazzi dicono che i sedili blocca il figlio	masculine	plural	masculine	singular			2984	sedili	dice	bloccano	N2	il contadino	inanimate	7197	PS	
embedding_mental_SR	i ragazzi dicono che i sedili ferma i contadini	masculine	plural	masculine	singular			2989	sedili	dice	fermano	N2	il fratello	inanimate	7198	PS	
embedding_mental_SR	i ragazzi dicono che i sedili ferma gli amici	masculine	plural	masculine	singular			2994	sedili	dice	fermano	N2	lo studente	inanimate	7199	PS	
embedding_mental_SR	i ragazzi ricordano che i sedili ama la madre	masculine	plural	masculine	singular			2999	sedili	ricorda	amano	N2	l' amico	inanimate	7200	PS	
embedding_mental_SR	la televisione dice che le attrici indicano l' uomo	feminine	singular	feminine	plural			1003	televisione	dicono	indica	N1	l' amica	inanimate	7201	SP	
embedding_mental_SR	la televisione dice che le sorelle bloccano i figli	feminine	singular	feminine	plural			1008	televisione	dicono	blocca	N1	l' amica	inanimate	7202	SP	
embedding_mental_SR	la televisione dichiara che le contadine fermano la studentessa	feminine	singular	feminine	plural			1013	televisione	dichiarano	ferma	N1	l' amica	inanimate	7203	SP	
embedding_mental_SR	la televisione dichiara che le sorelle incontrano la madre	feminine	singular	feminine	plural			1018	televisione	dichiarano	incontra	N1	l' amica	inanimate	7204	SP	
embedding_mental_SR	la televisione ricorda che le bambine interrompono la ragazza	feminine	singular	feminine	plural			1023	televisione	ricordano	interrompe	N1	l' amica	inanimate	7205	SP	
embedding_mental_SR	la televisione ricorda che le madri salutano l' attore	feminine	singular	feminine	plural			1028	televisione	ricordano	saluta	N1	l' amica	inanimate	7206	SP	
embedding_mental_SR	la televisione dice che le contadine fermano la bambina	feminine	singular	feminine	plural			1033	televisione	dicono	ferma	N1	l' attrice	inanimate	7207	SP	
embedding_mental_SR	la televisione dice che le ragazze attraggono il figlio	feminine	singular	feminine	plural			1038	televisione	dicono	attrae	N1	l' attrice	inanimate	7208	SP	
embedding_mental_SR	la televisione dichiara che le contadine osservano la donna	feminine	singular	feminine	plural			1043	televisione	dichiarano	osserva	N1	l' attrice	inanimate	7209	SP	
embedding_mental_SR	la televisione ricorda che le bambine guardano l' uomo	feminine	singular	feminine	plural			1048	televisione	ricordano	guarda	N1	l' attrice	inanimate	7210	SP	
embedding_mental_SR	la televisione dice che le attrici salutano l' uomo	feminine	singular	feminine	plural			1053	televisione	dicono	saluta	N1	la bambina	inanimate	7211	SP	
embedding_mental_SR	la televisione dice che le ragazze indicano la studentessa	feminine	singular	feminine	plural			1058	televisione	dicono	indica	N1	la bambina	inanimate	7212	SP	
embedding_mental_SR	la televisione dichiara che le figlie difendono i fratelli	feminine	singular	feminine	plural			1063	televisione	dichiarano	difende	N1	la bambina	inanimate	7213	SP	
embedding_mental_SR	la televisione ricorda che le amiche interrompono gli uomini	feminine	singular	feminine	plural			1068	televisione	ricordano	interrompe	N1	la bambina	inanimate	7214	SP	
embedding_mental_SR	la televisione ricorda che le studentesse osservano la ragazza	feminine	singular	feminine	plural			1073	televisione	ricordano	osserva	N1	la bambina	inanimate	7215	SP	
embedding_mental_SR	la televisione dice che le donne guardano l' attore	feminine	singular	feminine	plural			1078	televisione	dicono	guarda	N1	la contadina	inanimate	7216	SP	
embedding_mental_SR	la televisione dice che le sorelle criticano le amiche	feminine	singular	feminine	plural			1083	televisione	dicono	critica	N1	la contadina	inanimate	7217	SP	
embedding_mental_SR	la televisione dichiara che le bambine criticano la sorella	feminine	singular	feminine	plural			1088	televisione	dichiarano	critica	N1	la contadina	inanimate	7218	SP	
embedding_mental_SR	la televisione dichiara che le sorelle fermano il fratello	feminine	singular	feminine	plural			1093	televisione	dichiarano	ferma	N1	la contadina	inanimate	7219	SP	
embedding_mental_SR	la televisione ricorda che le donne guardano l' attrice	feminine	singular	feminine	plural			1098	televisione	ricordano	guarda	N1	la contadina	inanimate	7220	SP	
embedding_mental_SR	la televisione dice che le bambine incontrano l' amico	feminine	singular	feminine	plural			1103	televisione	dicono	incontra	N1	la donna	inanimate	7221	SP	
embedding_mental_SR	la televisione dice che le ragazze salutano i fratelli	feminine	singular	feminine	plural			1108	televisione	dicono	saluta	N1	la donna	inanimate	7222	SP	
embedding_mental_SR	la televisione ricorda che le bambine difendono i contadini	feminine	singular	feminine	plural			1113	televisione	ricordano	difende	N1	la donna	inanimate	7223	SP	
embedding_mental_SR	la televisione dice che le amiche difendono il fratello	feminine	singular	feminine	plural			1118	televisione	dicono	difende	N1	la figlia	inanimate	7224	SP	
embedding_mental_SR	la televisione dichiara che le amiche fermano la donna	feminine	singular	feminine	plural			1123	televisione	dichiarano	ferma	N1	la figlia	inanimate	7225	SP	
embedding_mental_SR	la televisione dichiara che le ragazze interrompono l' amica	feminine	singular	feminine	plural			1128	televisione	dichiarano	interrompe	N1	la figlia	inanimate	7226	SP	
embedding_mental_SR	la televisione ricorda che le attrici guardano le donne	feminine	singular	feminine	plural			1133	televisione	ricordano	guarda	N1	la figlia	inanimate	7227	SP	
embedding_mental_SR	la televisione ricorda che le contadine guardano l' amica	feminine	singular	feminine	plural			1138	televisione	ricordano	guarda	N1	la figlia	inanimate	7228	SP	
embedding_mental_SR	la televisione ricorda che le sorelle attraggono gli amici	feminine	singular	feminine	plural			1143	televisione	ricordano	attrae	N1	la figlia	inanimate	7229	SP	
embedding_mental_SR	la televisione dice che le attrici indicano la donna	feminine	singular	feminine	plural			1148	televisione	dicono	indica	N1	la madre	inanimate	7230	SP	
embedding_mental_SR	la televisione dichiara che le amiche salutano le donne	feminine	singular	feminine	plural			1153	televisione	dichiarano	saluta	N1	la madre	inanimate	7231	SP	
embedding_mental_SR	la televisione dichiara che le donne interrompono l' attore	feminine	singular	feminine	plural			1158	televisione	dichiarano	interrompe	N1	la madre	inanimate	7232	SP	
embedding_mental_SR	la televisione ricorda che le amiche osservano l' attore	feminine	singular	feminine	plural			1163	televisione	ricordano	osserva	N1	la madre	inanimate	7233	SP	
embedding_mental_SR	la televisione ricorda che le sorelle ignorano gli attori	feminine	singular	feminine	plural			1168	televisione	ricordano	ignora	N1	la madre	inanimate	7234	SP	
embedding_mental_SR	la televisione dice che le madri indicano gli studenti	feminine	singular	feminine	plural			1173	televisione	dicono	indica	N1	la ragazza	inanimate	7235	SP	
embedding_mental_SR	la televisione dichiara che le contadine interrompono l' amico	feminine	singular	feminine	plural			1178	televisione	dichiarano	interrompe	N1	la ragazza	inanimate	7236	SP	
embedding_mental_SR	la televisione ricorda che le bambine guardano le studentesse	feminine	singular	feminine	plural			1183	televisione	ricordano	guarda	N1	la ragazza	inanimate	7237	SP	
embedding_mental_SR	la televisione ricorda che le madri conoscono la donna	feminine	singular	feminine	plural			1188	televisione	ricordano	conosce	N1	la ragazza	inanimate	7238	SP	
embedding_mental_SR	la televisione dice che le attrici evitano gli studenti	feminine	singular	feminine	plural			1193	televisione	dicono	evita	N1	la sorella	inanimate	7239	SP	
embedding_mental_SR	la televisione dice che le donne fermano l' amico	feminine	singular	feminine	plural			1198	televisione	dicono	ferma	N1	la sorella	inanimate	7240	SP	
embedding_mental_SR	la televisione dichiara che le attrici bloccano le madri	feminine	singular	feminine	plural			1203	televisione	dichiarano	blocca	N1	la sorella	inanimate	7241	SP	
embedding_mental_SR	la televisione dichiara che le contadine bloccano la studentessa	feminine	singular	feminine	plural			1208	televisione	dichiarano	blocca	N1	la sorella	inanimate	7242	SP	
embedding_mental_SR	la televisione ricorda che le bambine ignorano il figlio	feminine	singular	feminine	plural			1213	televisione	ricordano	ignora	N1	la sorella	inanimate	7243	SP	
embedding_mental_SR	la televisione ricorda che le ragazze amano i padri	feminine	singular	feminine	plural			1218	televisione	ricordano	ama	N1	la sorella	inanimate	7244	SP	
embedding_mental_SR	la televisione ricorda che le studentesse ignorano le donne	feminine	singular	feminine	plural			1223	televisione	ricordano	ignora	N1	la sorella	inanimate	7245	SP	
embedding_mental_SR	la televisione dice che le bambine salutano il figlio	feminine	singular	feminine	plural			1228	televisione	dicono	saluta	N1	la studentessa	inanimate	7246	SP	
embedding_mental_SR	la televisione dice che le sorelle conoscono le madri	feminine	singular	feminine	plural			1233	televisione	dicono	conosce	N1	la studentessa	inanimate	7247	SP	
embedding_mental_SR	la televisione dichiara che le attrici incontrano il contadino	feminine	singular	feminine	plural			1238	televisione	dichiarano	incontra	N1	la studentessa	inanimate	7248	SP	
embedding_mental_SR	la televisione dichiara che le madri amano gli attori	feminine	singular	feminine	plural			1243	televisione	dichiarano	ama	N1	la studentessa	inanimate	7249	SP	
embedding_mental_SR	la televisione ricorda che le madri fermano l' attrice	feminine	singular	feminine	plural			1248	televisione	ricordano	ferma	N1	la studentessa	inanimate	7250	SP	
embedding_mental_SR	la televisione dice che la bambina evita i figli	feminine	singular	feminine	singular			1253	televisione	dicono	evitano	N1	l' amica	inanimate	7251	SS	
embedding_mental_SR	la televisione dice che la sorella ignora l' attrice	feminine	singular	feminine	singular			1258	televisione	dicono	ignorano	N1	l' amica	inanimate	7252	SS	
embedding_mental_SR	la televisione dichiara che la bambina indica la madre	feminine	singular	feminine	singular			1263	televisione	dichiarano	indicano	N1	l' amica	inanimate	7253	SS	
embedding_mental_SR	la televisione dichiara che la figlia ferma la bambina	feminine	singular	feminine	singular			1268	televisione	dichiarano	fermano	N1	l' amica	inanimate	7254	SS	
embedding_mental_SR	la televisione dichiara che la studentessa saluta il contadino	feminine	singular	feminine	singular			1273	televisione	dichiarano	salutano	N1	l' amica	inanimate	7255	SS	
embedding_mental_SR	la televisione ricorda che la madre critica l' attrice	feminine	singular	feminine	singular			1278	televisione	ricordano	criticano	N1	l' amica	inanimate	7256	SS	
embedding_mental_SR	la televisione dice che la bambina accoglie l' amico	feminine	singular	feminine	singular			1283	televisione	dicono	accolgono	N1	l' attrice	inanimate	7257	SS	
embedding_mental_SR	la televisione dice che la donna incontra il bambino	feminine	singular	feminine	singular			1288	televisione	dicono	incontrano	N1	l' attrice	inanimate	7258	SS	
embedding_mental_SR	la televisione dichiara che la contadina conosce i figli	feminine	singular	feminine	singular			1293	televisione	dichiarano	conoscono	N1	l' attrice	inanimate	7259	SS	
embedding_mental_SR	la televisione dichiara che la studentessa evita i contadini	feminine	singular	feminine	singular			1298	televisione	dichiarano	evitano	N1	l' attrice	inanimate	7260	SS	
embedding_mental_SR	la televisione ricorda che la madre incontra i ragazzi	feminine	singular	feminine	singular			1303	televisione	ricordano	incontrano	N1	l' attrice	inanimate	7261	SS	
embedding_mental_SR	la televisione dice che l' amica ferma il ragazzo	feminine	singular	feminine	singular			1308	televisione	dicono	fermano	N1	la bambina	inanimate	7262	SS	
embedding_mental_SR	la televisione dice che la donna critica le ragazze	feminine	singular	feminine	singular			1313	televisione	dicono	criticano	N1	la bambina	inanimate	7263	SS	
embedding_mental_SR	la televisione dice che la studentessa evita il fratello	feminine	singular	feminine	singular			1318	televisione	dicono	evitano	N1	la bambina	inanimate	7264	SS	
embedding_mental_SR	la televisione dichiara che la figlia evita le donne	feminine	singular	feminine	singular			1323	televisione	dichiarano	evitano	N1	la bambina	inanimate	7265	SS	
embedding_mental_SR	la televisione ricorda che la figlia ferma le amiche	feminine	singular	feminine	singular			1328	televisione	ricordano	fermano	N1	la bambina	inanimate	7266	SS	
embedding_mental_SR	la televisione ricorda che la sorella ferma la contadina	feminine	singular	feminine	singular			1333	televisione	ricordano	fermano	N1	la bambina	inanimate	7267	SS	
embedding_mental_SR	la televisione dice che la bambina guarda le amiche	feminine	singular	feminine	singular			1338	televisione	dicono	guardano	N1	la contadina	inanimate	7268	SS	
embedding_mental_SR	la televisione dichiara che l' amica ignora l' attrice	feminine	singular	feminine	singular			1343	televisione	dichiarano	ignorano	N1	la contadina	inanimate	7269	SS	
embedding_mental_SR	la televisione dichiara che la ragazza ferma i padri	feminine	singular	feminine	singular			1348	televisione	dichiarano	fermano	N1	la contadina	inanimate	7270	SS	
embedding_mental_SR	la televisione ricorda che la ragazza indica i bambini	feminine	singular	feminine	singular			1353	televisione	ricordano	indicano	N1	la contadina	inanimate	7271	SS	
embedding_mental_SR	la televisione dice che la madre guarda le sorelle	feminine	singular	feminine	singular			1358	televisione	dicono	guardano	N1	la donna	inanimate	7272	SS	
embedding_mental_SR	la televisione ricorda che l' amica attrae le bambine	feminine	singular	feminine	singular			1363	televisione	ricordano	attraggono	N1	la donna	inanimate	7273	SS	
embedding_mental_SR	la televisione ricorda che la figlia difende la madre	feminine	singular	feminine	singular			1368	televisione	ricordano	difendono	N1	la donna	inanimate	7274	SS	
embedding_mental_SR	la televisione ricorda che la studentessa ferma il ragazzo	feminine	singular	feminine	singular			1373	televisione	ricordano	fermano	N1	la donna	inanimate	7275	SS	
embedding_mental_SR	la televisione dice che la contadina osserva la ragazza	feminine	singular	feminine	singular			1378	televisione	dicono	osservano	N1	la figlia	inanimate	7276	SS	
embedding_mental_SR	la televisione dichiara che la contadina ferma il fratello	feminine	singular	feminine	singular			1383	televisione	dichiarano	fermano	N1	la figlia	inanimate	7277	SS	
embedding_mental_SR	la televisione dichiara che la studentessa conosce l' amico	feminine	singular	feminine	singular			1388	televisione	dichiarano	conoscono	N1	la figlia	inanimate	7278	SS	
embedding_mental_SR	la televisione ricorda che la contadina ferma le madri	feminine	singular	feminine	singular			1393	televisione	ricordano	fermano	N1	la figlia	inanimate	7279	SS	
embedding_mental_SR	la televisione dice che l' amica ama le contadine	feminine	singular	feminine	singular			1398	televisione	dicono	amano	N1	la madre	inanimate	7280	SS	
embedding_mental_SR	la televisione dice che la contadina critica i bambini	feminine	singular	feminine	singular			1403	televisione	dicono	criticano	N1	la madre	inanimate	7281	SS	
embedding_mental_SR	la televisione dice che la studentessa ignora i fratelli	feminine	singular	feminine	singular			1408	televisione	dicono	ignorano	N1	la madre	inanimate	7282	SS	
embedding_mental_SR	la televisione dichiara che la figlia evita le donne	feminine	singular	feminine	singular			1413	televisione	dichiarano	evitano	N1	la madre	inanimate	7283	SS	
embedding_mental_SR	la televisione dichiara che la studentessa osserva il contadino	feminine	singular	feminine	singular			1418	televisione	dichiarano	osservano	N1	la madre	inanimate	7284	SS	
embedding_mental_SR	la televisione ricorda che la contadina evita gli uomini	feminine	singular	feminine	singular			1423	televisione	ricordano	evitano	N1	la madre	inanimate	7285	SS	
embedding_mental_SR	la televisione dice che l' attrice indica l' amico	feminine	singular	feminine	singular			1428	televisione	dicono	indicano	N1	la ragazza	inanimate	7286	SS	
embedding_mental_SR	la televisione dice che la figlia saluta i contadini	feminine	singular	feminine	singular			1433	televisione	dicono	salutano	N1	la ragazza	inanimate	7287	SS	
embedding_mental_SR	la televisione dichiara che la contadina ferma il bambino	feminine	singular	feminine	singular			1438	televisione	dichiarano	fermano	N1	la ragazza	inanimate	7288	SS	
embedding_mental_SR	la televisione ricorda che la bambina blocca gli attori	feminine	singular	feminine	singular			1443	televisione	ricordano	bloccano	N1	la ragazza	inanimate	7289	SS	
embedding_mental_SR	la televisione ricorda che la sorella ferma il padre	feminine	singular	feminine	singular			1448	televisione	ricordano	fermano	N1	la ragazza	inanimate	7290	SS	
embedding_mental_SR	la televisione dice che la bambina evita le madri	feminine	singular	feminine	singular			1453	televisione	dicono	evitano	N1	la sorella	inanimate	7291	SS	
embedding_mental_SR	la televisione dice che la madre interrompe gli uomini	feminine	singular	feminine	singular			1458	televisione	dicono	interrompono	N1	la sorella	inanimate	7292	SS	
embedding_mental_SR	la televisione dichiara che la bambina ignora i contadini	feminine	singular	feminine	singular			1463	televisione	dichiarano	ignorano	N1	la sorella	inanimate	7293	SS	
embedding_mental_SR	la televisione ricorda che l' attrice critica il figlio	feminine	singular	feminine	singular			1468	televisione	ricordano	criticano	N1	la sorella	inanimate	7294	SS	
